year,month,day,hour,y_hat,y
2015.0,1.0,15.0,13.0,17713.633,18314.0
2015.0,1.0,15.0,14.0,17359.924,18015.0
2015.0,1.0,15.0,15.0,17075.488,17707.0
2015.0,1.0,15.0,16.0,16948.385,17496.0
2015.0,1.0,15.0,17.0,17221.74,17664.0
2015.0,1.0,15.0,18.0,18067.434,18345.0
2015.0,1.0,15.0,19.0,18670.256,19106.0
2015.0,1.0,15.0,20.0,18619.07,19067.0
2015.0,1.0,15.0,21.0,18519.012,18970.0
2015.0,1.0,15.0,22.0,18153.988,18472.0
2015.0,1.0,15.0,23.0,17495.035,17633.0
2015.0,1.0,16.0,0.0,17285.992,16750.0
2015.0,1.0,16.0,1.0,16664.074,16312.0
2015.0,1.0,16.0,2.0,16371.693,15939.0
2015.0,1.0,16.0,3.0,16264.333,15956.0
2015.0,1.0,16.0,4.0,16303.738,16020.0
2015.0,1.0,16.0,5.0,16628.309,16352.0
2015.0,1.0,16.0,6.0,17440.705,17148.0
2015.0,1.0,16.0,7.0,18793.973,18409.0
2015.0,1.0,16.0,8.0,19589.842,19233.0
2015.0,1.0,16.0,9.0,19608.58,19037.0
2015.0,1.0,16.0,10.0,19510.896,18822.0
2015.0,1.0,16.0,11.0,19468.88,18589.0
2015.0,1.0,16.0,12.0,19243.562,18217.0
2015.0,1.0,16.0,13.0,18986.193,17685.0
2015.0,1.0,16.0,14.0,18764.012,17414.0
2015.0,1.0,16.0,15.0,18585.598,16981.0
2015.0,1.0,16.0,16.0,18427.826,16621.0
2015.0,1.0,16.0,17.0,18566.049,16694.0
2015.0,1.0,16.0,18.0,19123.15,17384.0
2015.0,1.0,16.0,19.0,19323.867,18082.0
2015.0,1.0,16.0,20.0,18801.123,17983.0
2015.0,1.0,16.0,21.0,18525.45,17866.0
2015.0,1.0,16.0,22.0,18071.998,17615.0
2015.0,1.0,16.0,23.0,17345.348,17179.0
2015.0,1.0,17.0,0.0,17950.736,16507.0
2015.0,1.0,17.0,1.0,17359.375,16115.0
2015.0,1.0,17.0,2.0,17028.541,15903.0
2015.0,1.0,17.0,3.0,16892.373,15912.0
2015.0,1.0,17.0,4.0,16841.361,15930.0
2015.0,1.0,17.0,5.0,16933.31,16138.0
2015.0,1.0,17.0,6.0,17245.621,16428.0
2015.0,1.0,17.0,7.0,17701.695,16990.0
2015.0,1.0,17.0,8.0,18358.219,17716.0
2015.0,1.0,17.0,9.0,18845.94,17929.0
2015.0,1.0,17.0,10.0,19070.91,17733.0
2015.0,1.0,17.0,11.0,19070.729,17058.0
2015.0,1.0,17.0,12.0,18762.234,16404.0
2015.0,1.0,17.0,13.0,18233.885,15598.0
2015.0,1.0,17.0,14.0,17694.842,15024.0
2015.0,1.0,17.0,15.0,17182.57,14570.0
2015.0,1.0,17.0,16.0,16831.195,14344.0
2015.0,1.0,17.0,17.0,16809.807,14562.0
2015.0,1.0,17.0,18.0,17208.84,15291.0
2015.0,1.0,17.0,19.0,17540.832,16065.0
2015.0,1.0,17.0,20.0,17317.137,15989.0
2015.0,1.0,17.0,21.0,17016.873,15873.0
2015.0,1.0,17.0,22.0,16609.65,15630.0
2015.0,1.0,17.0,23.0,16127.647,15095.0
2015.0,1.0,18.0,0.0,17477.322,14540.0
2015.0,1.0,18.0,1.0,17052.906,14029.0
2015.0,1.0,18.0,2.0,16880.887,13879.0
2015.0,1.0,18.0,3.0,16871.219,13614.0
2015.0,1.0,18.0,4.0,16915.645,13650.0
2015.0,1.0,18.0,5.0,17066.379,13565.0
2015.0,1.0,18.0,6.0,17404.502,13783.0
2015.0,1.0,18.0,7.0,17871.352,14162.0
2015.0,1.0,18.0,8.0,18417.244,14555.0
2015.0,1.0,18.0,9.0,18757.59,15044.0
2015.0,1.0,18.0,10.0,18740.55,15252.0
2015.0,1.0,18.0,11.0,18476.127,15215.0
2015.0,1.0,18.0,12.0,18124.475,15122.0
2015.0,1.0,18.0,13.0,17804.033,15214.0
2015.0,1.0,18.0,14.0,17558.973,15069.0
2015.0,1.0,18.0,15.0,17324.287,14983.0
2015.0,1.0,18.0,16.0,17275.488,14911.0
2015.0,1.0,18.0,17.0,17508.717,15158.0
2015.0,1.0,18.0,18.0,18147.426,15788.0
2015.0,1.0,18.0,19.0,18733.76,16108.0
2015.0,1.0,18.0,20.0,18566.918,16262.0
