ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value
2016-08-12 15:00:00,3255.0,2299.7215497333964,1879.594514696826,2700.7670965533475,2431.46311143685,2011.3360764002794,2832.508658256801,0.35242778050791607,0.9985666615989711
2016-08-12 16:00:00,3170.0,2283.8919805562114,1887.9429429249394,2690.32047523762,2416.1518002577636,2020.2027626264914,2822.5802949391723,0.35218336010891405,0.9976767471123714
2016-08-12 17:00:00,3219.0,2274.730900191324,1870.1290964687093,2676.581227090733,2407.3324299252486,2002.730626202634,2809.1827568246576,0.3521041230300932,0.9986550543944457
2016-08-12 18:00:00,3159.0,2281.801634352285,1877.3038694038755,2665.495988980247,2414.1834102609946,2009.685645312585,2797.877764888957,0.3514940558843931,0.9978314351673624
2016-08-12 19:00:00,3101.0,2297.4488752573216,1895.1103633290236,2663.837743570052,2428.8035848367062,2026.4650729084083,2795.192453149437,0.35200362384269024,0.9963102284587393
2016-08-12 20:00:00,3027.0,2298.1114502192604,1870.4915354520288,2667.5123806838287,2429.8468092308094,2002.226894463578,2799.247739695378,0.35203528671404655,0.9904609034849169
2016-08-12 21:00:00,2962.0,2259.4399061173644,1871.6345931076849,2670.4452284001363,2392.4856463862393,2004.6803333765597,2803.490968669011,0.35156835156519367,0.9879103718741509
2016-08-12 22:00:00,2901.0,2172.7953227823596,1764.2318448799235,2566.270874380601,2305.6184129099397,1897.0549350075034,2699.093964508181,0.3516272926703437,0.9900213107009975
2016-08-12 23:00:00,2710.0,2049.944782167348,1641.8978866950467,2459.7319615510078,2182.2670965954158,1774.2202011231147,2592.0542759790756,0.3517730194972345,0.9807092161538209
2016-08-13 00:00:00,2505.0,1913.9887741799905,1535.4888009958586,2300.210189418481,2046.3826111100466,1667.8826379259147,2432.6040263485374,0.35193764052246423,0.9761977378766924
2016-08-13 01:00:00,2334.0,1786.4830772804862,1358.978635274383,2177.4709620863964,1918.4806564153205,1490.9762144092172,2309.4685412212307,0.351976976765833,0.9567857062633427
2016-08-13 02:00:00,2171.0,1681.985418864533,1280.8947759387938,2090.1230945285447,1814.1337239066872,1413.0430809809482,2222.271399570699,0.35204092324353736,0.9392943060736043
2016-08-13 03:00:00,2069.0,1611.5805239655297,1219.9517012832832,1971.5467325201278,1743.490526110706,1351.8617034284596,2103.456734665304,0.3521977377222363,0.9406082745181081
2016-08-13 04:00:00,2002.0,1586.9573903708153,1146.8355541488436,1966.8342197350642,1720.1575582451055,1280.0357220231338,2100.0343876093543,0.351624790313566,0.9027386803260513
2016-08-13 05:00:00,1978.0,1616.7884392546644,1209.6783077489602,1998.0296055386511,1748.4616168463658,1341.3514853406616,2129.7027831303526,0.3520451926696869,0.879878189107919
2016-08-13 06:00:00,2006.0,1697.0616662354166,1305.9858297097367,2108.206845086609,1829.4901375202849,1438.414300994605,2240.635316371477,0.351871870904931,0.8381935507384307
2016-08-13 07:00:00,2055.0,1805.864392628044,1387.7954785898053,2193.3837943266585,1939.0879206619884,1521.0190066237496,2326.6073223606027,0.3516943436304507,0.786012977467297
2016-08-13 08:00:00,2117.0,1910.9724160534743,1528.9672171727084,2307.1013269116943,2043.955431406925,1661.9502325261592,2440.084342265145,0.3514056881111512,0.7513157878592247
2016-08-13 09:00:00,2280.0,1986.8027507734955,1583.4546339408662,2382.9610986929997,2119.647436332587,1716.2993194999574,2515.805784252091,0.3513313831158097,0.8263779742531399
2016-08-13 10:00:00,2457.0,2027.453861829921,1652.6336020856534,2418.3596246037714,2160.7875607027627,1785.9673009584951,2551.693323476613,0.35128089812762553,0.924756481261697
2016-08-13 11:00:00,2571.0,2044.9614256856091,1648.505417806629,2438.622285333675,2177.4838035604025,1781.0277956814227,2571.1446632084685,0.35199752422333636,0.9560373872085306
2016-08-13 12:00:00,2624.0,2054.908373505124,1638.0662861901678,2447.901609467288,2187.665275191878,1770.8231878769222,2580.6585111540426,0.3516201763617,0.9641609280715769
2016-08-13 13:00:00,2709.0,2062.8197503433666,1618.0159960905492,2452.7730310955385,2196.2997426432476,1751.4959883904303,2586.2530233954194,0.3515598225720746,0.9763766645615557
2016-08-13 14:00:00,2723.0,2063.349620320865,1652.061326204841,2430.5198840203707,2196.4534095885856,1785.1651154725612,2563.623673288091,0.3516102160887092,0.9850692598488561
2016-08-13 15:00:00,2655.0,2051.4204268483436,1645.3715779930383,2448.721030323325,2184.5223355729113,1778.4734867176062,2581.8229390478928,0.35186426608398524,0.9729311505466469
2016-08-13 16:00:00,2632.0,2032.7050612875814,1623.785742325353,2434.8208139660446,2166.204059386734,1757.2847404245056,2568.3198120651973,0.35143902409905003,0.9708837559078685
2016-08-13 17:00:00,2626.0,2021.659128364209,1623.5343903560308,2417.523319666956,2154.8647748432254,1756.7400368350472,2550.728966145972,0.3513081418577467,0.9744651524006058
2016-08-13 18:00:00,2558.0,2027.914441942147,1637.1826760116512,2402.3530484548887,2160.6451707792016,1769.913404848706,2535.0837772919435,0.35180477412609035,0.962103522423929
2016-08-13 19:00:00,2507.0,2043.8776882141633,1617.7709382453318,2405.601432150147,2177.224520885139,1751.1177709163076,2538.948264821123,0.3515908608581828,0.9340571975877321
2016-08-13 20:00:00,2430.0,2046.0423448774775,1651.6096045210943,2424.359286090012,2179.1760872351065,1784.7433468787233,2557.4930284476413,0.3515279586421357,0.898585709452259
2016-08-13 21:00:00,2392.0,2010.1054762066585,1599.5127336000548,2404.5529241845506,2142.9668934998313,1732.3741508932276,2537.414341477723,0.35172830753305306,0.8879853395447552
2016-08-13 22:00:00,2361.0,1927.465827255251,1522.8310165508335,2328.1992791739426,2061.196251159797,1656.5614404553799,2461.9297030784887,0.3508630889010167,0.9161654943979733
2016-08-13 23:00:00,2227.0,1809.9186535239448,1393.678864321244,2219.993112307888,1942.4518713556588,1526.212082152958,2352.526330139602,0.35202739401649885,0.9021195993996429
2016-08-14 00:00:00,2093.0,1680.582575651557,1284.2662526604374,2056.639236603275,1813.4126522838396,1417.0963292927202,2189.469313235558,0.3516321527570083,0.9144375700146652
2016-08-14 01:00:00,1949.0,1561.0210048995373,1145.4908716278057,1957.0509937545135,1694.4425467626552,1278.9124134909237,2090.4725356176314,0.3515695671240449,0.8897748266474803
2016-08-14 02:00:00,1832.0,1465.7884511405423,1033.3080504753004,1852.6277893704348,1599.1834565396114,1166.7030558743695,1986.022794769504,0.35126021902047777,0.8740260362028595
2016-08-14 03:00:00,1764.0,1405.9553273671277,996.6823094493267,1794.915170627618,1539.8651326727156,1130.5921147549145,1928.824975933206,0.3511135974660937,0.8748603629706567
2016-08-14 04:00:00,1722.0,1393.1850932249781,965.3305371756808,1770.0826063840943,1526.5033702811168,1098.6488142318194,1903.400883440233,0.35132908047117967,0.8525106947111842
2016-08-14 05:00:00,1695.0,1436.1133895605417,1032.5720234654336,1841.0508273871071,1569.7410325397834,1166.1996664446754,1974.6784703663488,0.35125175229840855,0.794103580347688
2016-08-14 06:00:00,1696.0,1530.6802907987137,1127.4985442530904,1929.9750017047425,1664.466787306657,1261.2850407610335,2063.7614982126856,0.35145565135496737,0.7012606653423726
2016-08-14 07:00:00,1733.0,1654.914275173476,1256.1167022059706,2046.7813083592907,1788.7147849287296,1389.9172119612242,2180.581818114544,0.35120148988043615,0.5999165290781276
2016-08-14 08:00:00,1766.0,1776.5217110344995,1384.979734886509,2198.3242912310366,1908.87929284786,1517.3373166998695,2330.681873044397,0.3517875594624805,0.48677461323249716
2016-08-14 09:00:00,1850.0,1869.8400473794873,1454.765730722114,2255.8437505321267,2003.131381512631,1588.0570648552577,2389.1350846652704,0.3513374880321023,0.47469231393850936
2016-08-14 10:00:00,1938.0,1928.8786087843628,1522.8097300467086,2323.521353308938,2061.9876616756974,1655.9187829380435,2456.630406200273,0.35180822148999463,0.5116466062631062
2016-08-14 11:00:00,1986.0,1965.575022711701,1572.4102191661182,2351.6621546288907,2099.115112302995,1705.9503087574124,2485.202244220185,0.351570218883211,0.5267813984154885
2016-08-14 12:00:00,1988.0,1995.4060289810577,1582.062154695604,2380.7188765287933,2129.048689971526,1715.7048156860724,2514.3615375192617,0.3512173724138138,0.4905188609794943
2016-08-14 13:00:00,2031.0,2023.7831972864785,1616.2774384878865,2436.2153851705275,2158.0175448268637,1750.5117860282717,2570.4497327109125,0.3510099079657235,0.5089991845383327
2016-08-14 14:00:00,2028.0,2045.2407743493613,1627.6262844060543,2453.8694525710457,2179.26357289265,1761.649082949343,2587.892251114334,0.3511251434171168,0.4786735765315657
2016-08-14 15:00:00,2044.0,2054.576060271878,1646.6423359217424,2440.62073823972,2189.0998176164544,1781.1660932663187,2575.1444955842967,0.35107194051685453,0.4863821981601883
2016-08-14 16:00:00,2110.0,2057.3325570366374,1659.5687322573071,2451.5479569192125,2190.9580289008827,1793.1942041215525,2585.173428783458,0.35116317023165167,0.5676714907447219
2016-08-14 17:00:00,2171.0,2067.833366292586,1681.3795156774077,2436.5401563256364,2201.7859611780937,1815.3321105629154,2570.492751211144,0.35136919943915523,0.6368905249504627
2016-08-14 18:00:00,2216.0,2095.5758581931323,1695.2469282615987,2492.6704803429784,2229.8996380534363,1829.570708121903,2626.9942602032825,0.351045130423274,0.6506481598575292
